Year,Regional code,Country,Number of issued,Number of issued_numerical,Travel certificate,Diplomacy,Public use,Passing,Short -term stay,Staying in medical care,Advanced profession,Employment,Employment_Professor,Employment_Art,Employment_religion,Employment_Report,Employment_Management / Management,Employment_Law accounting,Employment_Medical care,Employment_Research,Employment_Education,Employment_Technology,Employment_Humanities International,Employment_C corporate rotation,Employment_show,Employment_Skills,Ordinary,General_Cultural activity,General_Studying abroad,General_Arademy,General_Training,General_Family stay,General_Stifying 1 I,General_Steng 1,identification,Specific_housework employee,Specific_profit representative staff,Specific_working holiday,Specified_Amasport,"Specific_Japanese spouse, etc.","Specific_Permanent resident's spouse, etc.",Specified_Distingant,Specific_Others
2016,7800,Republic of Trinidad and Tobago,485,20,0.0,1.0,3.0,8,440,2.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,1,0.0
2016,7840,United Arab Emirates,5288,2939,2.0,216.0,90.0,0,4960,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,16,0.0,11.0,0.0,4,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2016,7880,Tunisia,93,4,0.0,4.0,2.0,0,1,0.0,0.0,16,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,66,1.0,17.0,0.0,46,2.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,1,3.0
2016,7920,Turkey,417,1,0.0,3.0,1.0,0,3,0.0,0.0,91,10.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,15,19.0,300,22.0,117.0,0.0,125,33.0,3.0,0.0,19,0.0,0.0,0.0,0.0,13,1.0,1,4.0
2016,7950,Torque menistan,302,1,0.0,0.0,7.0,0,270,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,25,2.0,4.0,0.0,14,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2016,7980,Tsubaru,33,3,0.0,1.0,14.0,0,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2016,8000,Uganda,613,9,0.0,11.0,20.0,2,440,0.0,1.0,11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,126,2.0,25.0,0.0,98,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,1.0,0,0.0
2016,8040,Ukraine,5762,194,0.0,29.0,139.0,31,4443,3.0,0.0,919,14.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,678,205.0,185,7.0,62.0,0.0,97,19.0,0.0,0.0,13,0.0,0.0,0.0,0.0,9,0.0,2,2.0
2016,8070,Former Macedonia Yugoslavia Republic,31,3,2.0,3.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,20,1.0,2.0,0.0,16,1.0,0.0,0.0,3,0.0,0.0,0.0,2.0,1,0.0,0,0.0
2016,8180,Egypt,4334,322,2.0,69.0,180.0,1,3169,0.0,3.0,102,34.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46,0.0,797,89.0,147.0,0.0,239,322.0,0.0,0.0,13,0.0,0.0,0.0,0.0,7,0.0,4,2.0
2016,8260,British,6730,269,0.0,0.0,261.0,0,55,0.0,19.0,4578,263.0,20.0,4.0,10.0,29.0,0.0,0.0,7.0,321.0,0.0,0.0,91.0,3223,88.0,758,34.0,526.0,0.0,5,193.0,0.0,0.0,1059,0.0,0.0,919.0,0.0,126,0.0,1,13.0
2016,8340,Tanzania,695,29,0.0,9.0,27.0,1,435,0.0,0.0,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,212,0.0,29.0,0.0,155,28.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,1.0,0,3.0
2016,8400,united states of america,20326,15205,0.0,762.0,2995.0,0,350,0.0,59.0,10964,400.0,46.0,576.0,7.0,83.0,2.0,1.0,20.0,1690.0,0.0,0.0,301.0,6233,50.0,4584,290.0,3200.0,0.0,24,1060.0,10.0,0.0,612,0.0,0.0,0.0,5.0,480,3.0,30,94.0
2016,8540,Burkina Faso,222,9,0.0,7.0,5.0,1,96,0.0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,107,0.0,14.0,0.0,93,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2016,8580,Uruguay,34,0,0.0,0.0,0.0,2,1,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,19,0.0,2.0,0.0,16,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,3,0.0,1,0.0
2016,8600,Uzbekistan,2739,42,0.0,16.0,19.0,1,1930,0.0,0.0,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1.0,729,5.0,492.0,0.0,153,79.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2016,8620,Venezuela,1441,101,0.0,19.0,9.0,42,1257,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,57,8.0,40,1.0,16.0,0.0,13,10.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0,0.0
2016,8820,Samoa Independent State,132,9,1.0,3.0,11.0,1,68,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,49,0.0,11.0,0.0,38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2016,8870,Yemen,280,9,0.0,3.0,1.0,4,259,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,9,0.0,2.0,0.0,1,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2016,8940,Zambia,436,16,0.0,12.0,19.0,1,227,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,171,0.0,23.0,0.0,143,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2016,9010,Kosovo,98,5,0.0,5.0,3.0,1,50,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,34,0.0,2.0,0.0,32,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2015,40,Afghanistan,1420,35,0.0,25.0,173.0,1,275,0.0,0.0,146,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,793,0.0,122.0,0.0,237,434.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,4,3.0
2015,80,Albania,200,7,0.0,0.0,19.0,1,134,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,35,3.0,5.0,0.0,27,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,3,0.0,1,1.0
2015,120,Algeria,833,27,0.0,32.0,38.0,3,692,0.0,0.0,12,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,52,3.0,12.0,0.0,30,7.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0,0.0
2015,240,Angola,284,41,0.0,18.0,45.0,1,191,0.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22,0.0,2.0,0.0,20,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,3,1.0
2015,280,Antigua Berbuda,40,7,0.0,6.0,5.0,0,18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,310,Azerbaijan,545,19,0.0,26.0,23.0,1,454,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,33,0.0,13.0,0.0,20,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,1.0
2015,320,Argentina,404,0,1.0,0.0,1.0,0,1,0.0,0.0,249,3.0,39.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,188,7.0,121,12.0,38.0,0.0,61,10.0,0.0,0.0,32,0.0,0.0,0.0,0.0,20,1.0,11,0.0
2015,360,Australia,3506,236,0.0,58.0,168.0,0,11,0.0,8.0,1386,106.0,2.0,21.0,1.0,30.0,0.0,0.0,6.0,192.0,0.0,0.0,51.0,612,83.0,710,14.0,507.0,0.0,22,167.0,0.0,0.0,1165,0.0,0.0,1012.0,6.0,123,1.0,7,16.0
2015,400,Austria,741,1,0.0,0.0,2.0,0,1,0.0,1.0,600,21.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,541,11.0,127,7.0,109.0,0.0,1,10.0,0.0,0.0,10,0.0,0.0,0.0,0.0,7,0.0,0,3.0
2015,440,Bahamas,3,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,480,Barrane,515,37,0.0,26.0,50.0,0,423,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,8,0.0,4.0,0.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,500,Bangladesh,6966,144,0.0,86.0,352.0,14,4523,0.0,0.0,202,39.0,0.0,3.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,3,52.0,1709,23.0,822.0,0.0,358,458.0,11.0,37.0,80,1.0,0.0,0.0,0.0,14,34.0,27,4.0
2015,510,Armenia,160,6,1.0,0.0,6.0,0,135,1.0,0.0,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,8,0.0,2.0,0.0,2,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,520,Barbados,11,0,1.0,0.0,0.0,0,3,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,560,Belgium,387,3,0.0,1.0,4.0,0,0,0.0,1.0,206,15.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,147,0.0,166,13.0,135.0,0.0,2,16.0,0.0,0.0,9,0.0,0.0,0.0,0.0,6,0.0,0,3.0
2015,640,Bhutan,473,148,0.0,17.0,131.0,0,201,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,117,2.0,14.0,0.0,87,4.0,0.0,10.0,3,0.0,0.0,0.0,0.0,3,0.0,0,0.0
2015,680,Bolivia,817,21,0.0,9.0,20.0,4,562,0.0,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,48,0.0,9.0,0.0,39,0.0,0.0,0.0,160,1.0,0.0,0.0,0.0,36,5.0,118,0.0
2015,700,Bosnia Herzegovna,205,6,8.0,1.0,6.0,1,157,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40,0.0,3.0,0.0,36,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,720,Botwana,168,2,0.0,4.0,15.0,0,73,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,67,1.0,7.0,0.0,54,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,760,Brazil,38798,1840,0.0,8.0,34.0,309,28831,0.0,5.0,604,13.0,9.0,19.0,0.0,5.0,0.0,0.0,3.0,12.0,0.0,0.0,48.0,448,9.0,830,64.0,355.0,0.0,294,117.0,0.0,0.0,8177,2.0,0.0,0.0,0.0,1678,89.0,6397,11.0
2015,840,Belize,46,3,0.0,2.0,1.0,2,32,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0.0,1.0,0.0,7,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2015,900,Solomon,213,37,0.0,8.0,29.0,0,126,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,47,0.0,4.0,0.0,42,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2015,960,Brunei,315,7,0.0,2.0,8.0,0,245,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0,57,0.0,57.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1000,Bulgaria,409,4,0.0,0.0,3.0,0,0,0.0,1.0,328,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,234,67.0,70,8.0,50.0,0.0,5,7.0,0.0,0.0,7,0.0,0.0,0.0,0.0,4,0.0,0,3.0
2015,1040,Myanmar,13529,471,19.0,83.0,258.0,141,8156,3.0,0.0,332,12.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,14,12.0,4457,20.0,1784.0,0.0,791,76.0,48.0,1738.0,99,0.0,0.0,0.0,0.0,26,10.0,57,6.0
2015,1080,Brush,44,4,0.0,1.0,3.0,0,10,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,29,1.0,2.0,0.0,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1120,Belarus,1088,26,0.0,16.0,2.0,19,900,0.0,5.0,119,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111,0.0,22,2.0,13.0,0.0,1,6.0,0.0,0.0,5,0.0,0.0,0.0,0.0,4,0.0,0,1.0
2015,1160,Cambodia,8769,288,0.0,55.0,291.0,9,5394,0.0,0.0,82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,37,2.0,2890,9.0,311.0,0.0,452,20.0,16.0,2082.0,48,1.0,0.0,0.0,0.0,19,16.0,8,4.0
2015,1200,Cameroon,412,16,0.0,5.0,57.0,1,273,0.0,0.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,0.0,62,2.0,13.0,0.0,37,10.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1,2.0,1,1.0
2015,1240,Canada,2339,640,0.0,22.0,27.0,0,7,0.0,6.0,1249,84.0,1.0,19.0,0.0,10.0,0.0,0.0,3.0,277.0,0.0,0.0,30.0,525,22.0,474,48.0,335.0,0.0,4,87.0,0.0,0.0,554,0.0,0.0,392.0,0.0,88,0.0,9,65.0
2015,1320,Carbo verde,22,5,0.0,4.0,4.0,1,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1400,Central Africa,4,0,5.0,0.0,1.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2015,1440,Sri Lanka,12250,236,0.0,54.0,123.0,40,9070,0.0,0.0,499,5.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3,31.0,2400,9.0,1632.0,0.0,273,355.0,11.0,120.0,64,0.0,0.0,0.0,0.0,36,12.0,7,9.0
2015,1480,Chad,40,6,4.0,2.0,6.0,1,18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13,0.0,0.0,0.0,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1520,Chile,157,10,0.0,9.0,0.0,0,6,0.0,1.0,26,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,2.0,112,2.0,34.0,0.0,73,1.0,2.0,0.0,3,0.0,0.0,0.0,0.0,2,0.0,1,0.0
2015,1560,China,3780773,155855,4.0,724.0,4470.0,5038,3670501,829.0,266.0,10247,406.0,2.0,5.0,46.0,751.0,0.0,3.0,75.0,14.0,0.0,0.0,2484.0,1375,328.0,81852,787.0,33065.0,0.0,962,8685.0,2105.0,36248.0,6846,1.0,0.0,0.0,0.0,2483,1035.0,2000,1327.0
2015,1580,Taiwan,13495,638,0.0,1.0,0.0,2,1320,0.0,7.0,1450,75.0,1.0,8.0,0.0,56.0,0.0,1.0,20.0,12.0,0.0,0.0,210.0,271,14.0,5228,109.0,4750.0,0.0,59,291.0,19.0,0.0,5487,2.0,78.0,4894.0,0.0,168,8.0,16,321.0
2015,1700,Columbia,4839,530,0.0,14.0,59.0,132,4363,0.0,0.0,53,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,29,2.0,175,8.0,46.0,0.0,111,10.0,0.0,0.0,43,0.0,0.0,0.0,0.0,19,2.0,21,1.0
2015,1740,Komoro,34,3,0.0,1.0,0.0,0,24,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1780,Congo,68,12,0.0,4.0,12.0,0,49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1781,Zaire,1,0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,1800,Congo Democratic Republic,513,76,2.0,28.0,79.0,0,266,0.0,0.0,18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,114,2.0,11.0,0.0,97,4.0,0.0,0.0,8,0.0,0.0,0.0,0.0,3,0.0,5,0.0
2015,1880,Costa Rica,79,5,0.0,4.0,1.0,0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,69,1.0,13.0,0.0,53,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2015,1910,Croatia,161,7,0.0,7.0,0.0,0,0,0.0,0.0,127,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40,65.0,23,5.0,15.0,0.0,1,2.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1,0.0,0,3.0
2015,1920,Cuba,461,56,0.0,41.0,5.0,8,334,0.0,0.0,38,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,32,0.0,6.0,0.0,18,8.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0,0.0
2015,1960,Cyprus,9,0,0.0,0.0,0.0,0,0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,5,0.0,5.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2030,Czech Republic,904,0,0.0,0.0,0.0,0,0,0.0,0.0,824,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,788,16.0,75,8.0,58.0,0.0,3,6.0,0.0,0.0,5,0.0,0.0,0.0,0.0,4,0.0,0,1.0
2015,2040,Benan,246,50,0.0,22.0,45.0,2,103,0.0,0.0,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,69,1.0,12.0,0.0,56,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2015,2080,Denmark,431,9,0.0,6.0,3.0,0,0,0.0,2.0,171,9.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,126,1.0,158,16.0,124.0,0.0,4,14.0,0.0,0.0,91,0.0,0.0,82.0,0.0,6,0.0,0,3.0
2015,2120,Dominica,34,4,0.0,3.0,6.0,0,17,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,7,0.0,0.0,0.0,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2140,dominican republic,119,1,0.0,1.0,0.0,0,2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,13.0,57,0.0,5.0,0.0,40,12.0,0.0,0.0,12,0.0,0.0,0.0,0.0,7,0.0,4,1.0
2015,2180,Ecuador,1477,161,0.0,30.0,36.0,32,1272,0.0,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,92,0.0,12.0,0.0,78,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0,0.0
2015,2220,El Salvador,116,4,0.0,3.0,4.0,0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,103,0.0,7.0,0.0,96,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2260,Equatorial guinea,23,5,0.0,6.0,8.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2310,Ethiopia,1008,44,0.0,39.0,34.0,2,692,0.0,0.0,18,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5,1.0,210,4.0,47.0,0.0,134,25.0,0.0,0.0,13,1.0,0.0,0.0,0.0,1,0.0,1,10.0
2015,2320,Eritria,45,2,0.0,2.0,3.0,0,32,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0.0,1.0,0.0,6,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2330,Estonia,566,0,0.0,0.0,0.0,0,0,0.0,0.0,547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,72,464.0,17,2.0,15.0,0.0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2015,2390,Georgia,448,7,0.0,4.0,28.0,2,355,2.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,43,1.0,7.0,0.0,33,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2420,Fiji,631,26,0.0,15.0,45.0,2,445,0.0,1.0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0.0,113,0.0,10.0,0.0,94,9.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,1,0.0
2015,2460,Finland,732,7,0.0,4.0,2.0,0,1,0.0,0.0,443,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,337,40.0,273,15.0,235.0,0.0,2,21.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0,0.0
2015,2500,France,5116,146,0.0,38.0,57.0,0,5,0.0,20.0,2026,174.0,27.0,3.0,5.0,41.0,0.0,0.0,12.0,4.0,0.0,0.0,153.0,1288,22.0,1786,247.0,1228.0,0.0,5,306.0,0.0,0.0,1184,0.0,0.0,992.0,0.0,108,0.0,1,83.0
2015,2620,Jibuti,75,9,0.0,8.0,9.0,0,21,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,37,0.0,0.0,0.0,37,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2660,Gabon,121,25,0.0,13.0,33.0,0,49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26,0.0,5.0,0.0,19,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2015,2700,Gambia,71,11,0.0,6.0,8.0,0,45,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2015,2750,Palestine,359,4,5.0,0.0,3.0,0,283,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,68,1.0,11.0,0.0,53,3.0,0.0,0.0,3,0.0,1.0,0.0,0.0,2,0.0,0,0.0
2015,2760,Germany,4551,1482,0.0,0.0,16.0,0,5,0.0,5.0,2446,148.0,7.0,8.0,0.0,13.0,0.0,0.0,11.0,19.0,0.0,0.0,205.0,1852,35.0,1450,157.0,1111.0,0.0,15,167.0,0.0,0.0,629,0.0,0.0,491.0,0.0,42,0.0,0,96.0
2015,2880,Ghana,804,34,0.0,30.0,23.0,1,507,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8,2.0,198,2.0,51.0,0.0,126,19.0,0.0,0.0,27,0.0,0.0,0.0,0.0,6,9.0,12,0.0
